title,popularity,year
Metropolis,14.487867,1927
The Long Kiss Goodnight,14.482345,1996
Swimming Pool,14.481103,2003
Finding Dory,14.477677,2016
Million Dollar Baby,14.471373,2004
Lethal Weapon 4,14.470551,1998
The Hundred-Foot Journey,14.466789,2014
Atomic Blonde,14.455104,2017
11:14,14.454722,2003
Unknown,14.443599,2011
The Loft,14.443362,2014
The Grand Budapest Hotel,14.442048,2014
Pride & Prejudice,14.439083,2005
Cinderella,14.436858,1950
"I, Robot",14.43075,2004
The Beach,14.430311,2000
10 Cloverfield Lane,14.421528,2016
How to Train Your Dragon,14.416681,2010
Starship Troopers,14.412644,1997
Cloudy with a Chance of Meatballs 2,14.412061,2013
Babe,14.404764,1995
Stop! Or My Mom Will Shoot,14.40112,1992
The Book of Eli,14.39853,2010
American Wedding,14.397139,2003
GirlHouse,14.386348,2014
Anaconda,14.386089,1997
The Girl Who Played with Fire,14.38601,2009
Snowden,14.384554,2016
Night of the Living Dead,14.384198,1968
The Great Escape,14.384114,1963
Gremlins 2: The New Batch,14.383185,1990
Patton,14.382289,1970
Thirteen,14.379879,2003
Contact,14.374866,1997
For Whom the Bell Tolls,14.373861,1943
Three Days of the Condor,14.364447,1975
Thunderbirds,14.363421,2004
The Chase,14.362544,1994
A Man Called Horse,14.35552,1970
We're No Angels,14.348459,1989
Underdogs,14.347931,2013
Bright Star,14.337355,2009
The Mortal Instruments: City of Bones,14.336187,2013
Hysteria,14.331454,2011
Basic,14.327717,2003
Eagle Eye,14.324875,2008
Hunger,14.322814,2008
Raw,14.320893,2016
Ben-Hur,14.319743,1959
The Grey,14.31675,2012
Withnail & I,14.316459,1987
Cop Out,14.313079,2010
Child's Play 2,14.310479,1990
Alvin and the Chipmunks: The Road Chip,14.307672,2015
Barbarella,14.304205,1968
The Simpsons Movie,14.302911,2007
Jobs,14.294019,2013
Mechanic: Resurrection,14.288577,2016
Mary Shelley's Frankenstein,14.287753,1994
Trading Places,14.285052,1983
To Kill a Mockingbird,14.284787,1962
Friend Request,14.282584,2016
The Goonies,14.280703,1985
Sleeping Beauty,14.276169,1959
The Polar Express,14.27536,2004
Scary Movie 5,14.27281,2013
Conspiracy Theory,14.261798,1997
Fatal Attraction,14.260779,1987
Mission: Impossible - Ghost Protocol,14.25843,2011
The Mummy: Tomb of the Dragon Emperor,14.250227,2008
Red Heat,14.25013,1988
Shooter,14.246918,2007
The Motel Life,14.244826,2012
Monsters vs Aliens,14.243634,2009
Session 9,14.242234,2001
Gone with the Wind,14.240357,1939
Argo,14.238234,2012
Color of Night,14.228963,1994
The NeverEnding Story,14.225919,1984
Wimbledon,14.224013,2004
Step Up,14.21769,2006
The Getaway,14.214403,1994
How I Live Now,14.21278,2013
Experiment in Terror,14.209279,1962
Malcolm X,14.207001,1992
Grease 2,14.202364,1982
Friday the 13th,14.20229,2009
Pinocchio,14.202284,1940
Escape Plan,14.191611,2013
Meet the Parents,14.178281,2000
New Police Story,14.177645,2004
Cinema Paradiso,14.177005,1988
Moonlight,14.171675,2016
Mirror Mirror,14.170183,2012
Silence,14.16938,2016
Young Detective Dee: Rise of the Sea Dragon,14.164519,2013
The Power of One,14.14735,1992
The Fighter,14.141837,2010
Ex Machina,14.14078,2015
The Mask,14.13488,1994
No Escape,14.13262,2015
Snowpiercer,14.131906,2013
Sharpay's Fabulous Adventure,14.129281,2011
Hart's War,14.116474,2002
Children of Men,14.114606,2006
My Best Friend's Girl,14.114136,2008
Silent Running,14.108597,1972
Gosford Park,14.101101,2001
Salem's Lot,14.098705,2004
Jackass: The Movie,14.095586,2002
Taxi Driver,14.092713,1976
The Terminal,14.092373,2004
Gone in Sixty Seconds,14.091765,2000
Wrong Turn,14.079718,2003
Moonlight Mile,14.074906,2002
Star Wars: Episode II - Attack of the Clones,14.072511,2002
Shrek the Third,14.072479,2007
Wolf,14.063845,1994
Beloved Sisters,14.061194,2014
Dying of the Light,14.059259,2014
Action Jackson,14.054862,1988
Hercules,14.048694,1997
Hugo,14.046164,2011
Life of Pi,14.045042,2012
Dirty Dancing,14.044122,1987
The Holiday,14.043416,2006
The General's Daughter,14.039655,1999
Meet Joe Black,14.026744,1998
Godzilla,14.019239,2014
Miss Sloane,14.017754,2016
Freddy vs. Jason,14.015739,2003
Snatch,14.014025,2000
Entourage,14.013413,2015
Bad Milo,14.013119,2013
Raising Arizona,14.011415,1987
Rocky V,14.007329,1990
Out of Africa,14.004074,1985
Barry Lyndon,14.003467,1975
The Amityville Horror,14.00318,1979
The Italian Job,13.995044,2003
Ali G Indahouse,13.994306,2002
"10,000 BC",13.99377,2008
Defiance,13.990891,2008
Arsenic and Old Lace,13.99011,1944
Green Lantern,13.985631,2011
Austin Powers: The Spy Who Shagged Me,13.984182,1999
This Is Spinal Tap,13.981499,1984
Automata,13.973689,2014
Mississippi Burning,13.971865,1988
Sorcerer,13.966833,1977
Parker,13.963892,2013
Y Tu Mamá También,13.962548,2001
Ghost Ship,13.955376,2002
The Wizard of Lies,13.953533,2017
Man Down,13.95291,2016
Kolya,13.947867,1996
Full Metal Jacket,13.94148,1987
Clinical,13.934252,2017
Kindergarten Cop 2,13.927597,2016
Tenebre,13.925958,1982
Wild Things,13.924623,1998
Stories We Tell,13.922815,2012
Casablanca,13.916101,1942
Grimsby,13.912531,2016
The Invisible Guest,13.90698,2016
Death Warrant,13.90542,1990
Stealth,13.89018,2005
Lord of the Flies,13.889303,1990
Eight Below,13.876881,2006
Resident Evil: Vendetta,13.875911,2017
Funeral in Berlin,13.869663,1966
The Oranges,13.869345,2011
The Anomaly,13.860922,2014
Lakeview Terrace,13.857624,2008
Thumbelina,13.856199,1994
Money Talks,13.855037,1997
Chitty Chitty Bang Bang,13.852147,1968
The Kingdom,13.842333,2007
Her,13.829515,2013
Madagascar 3: Europe's Most Wanted,13.829042,2012
"New York, I Love You",13.825651,2008
Shakespeare in Love,13.813155,1998
JFK,13.813146,1991
The Magnificent Seven,13.809622,2016
Elektra,13.802674,2005
Sisters,13.799419,2015
The Sheltering Sky,13.798247,1990
Legion,13.795875,2010
Scott Pilgrim vs. the World,13.793301,2010
Goldfinger,13.78884,1964
Lake Placid,13.787108,1999
Joe,13.784411,2014
Sucker Punch,13.779527,2011
From Dusk Till Dawn 2: Texas Blood Money,13.778043,1999
Captain Phillips,13.776068,2013
Hitman,13.765241,2007
Revenge of the Ninja,13.762328,1983
White Oleander,13.75498,2002
The Fourth Kind,13.751992,2009
The Ring,13.740965,2002
Smokey and the Bandit Part 3,13.721966,1983
Stay Tuned,13.72021,1992
Bridge of Spies,13.707888,2015
The Cat in the Hat,13.706053,2003
Bambi,13.698132,1942
Wreck-It Ralph,13.697597,2012
The Wild Geese,13.696437,1978
Dave,13.696394,1993
A Nightmare on Elm Street,13.694713,1984
Cars 2,13.693002,2011
Moulin Rouge!,13.691781,2001
Back to the Future Part II,13.689855,1989
The Shallows,13.689175,2016
American Psycho,13.686715,2000
The Time Traveler's Wife,13.682598,2009
Quantum of Solace,13.67812,2008
Outbreak,13.676444,1995
Halloween,13.672759,1978
Looney Tunes: Back in Action,13.666488,2003
Training Day,13.664622,2001
Saturday Night Fever,13.657204,1977
St. Vincent,13.655752,2014
The Zookeeper's Wife,13.655178,2017
Braindead,13.645568,1992
The Last House on the Left,13.634766,2009
The Land Before Time,13.631352,1988
Siberian Education,13.631223,2013
Desire,13.621581,2011
Born on the Fourth of July,13.617646,1989
Apocalypse Now,13.5963,1979
Only Lovers Left Alive,13.594992,2013
Dream a Little Dream,13.592018,1989
12 Rounds,13.591485,2009
We're Back! A Dinosaur's Story,13.58903,1993
Freedom Writers,13.585233,2007
Street Fighter,13.58449,1994
Inkheart,13.570926,2008
Kick-Ass 2,13.570264,2013
A Field in England,13.567726,2013
Lifeforce,13.561368,1985
The Hunchback of Notre Dame,13.553999,1996
Delivery Man,13.548808,2013
The Cat's Meow,13.546984,2001
Snitch,13.542675,2013
Deceived,13.541552,1991
Hot Fuzz,13.535195,2007
The Fly,13.534589,1986
Griffin & Phoenix,13.534117,2006
Death Race,13.53003,2008
The People That Time Forgot,13.5265,1977
Inherent Vice,13.52638,2014
Les Misérables,13.52408,2012
Kill the Messenger,13.524048,2014
The Dark Crystal,13.524001,1982
Evil Dead II,13.520764,1987
The Protector 2,13.517632,2013
Witching & Bitching,13.515614,2013
My Neighbor Totoro,13.507299,1988
Unknown,13.505066,2006
The Music Never Stopped,13.504065,2011
The Big Blue,13.503815,1988
Halloween II,13.501144,1981
Alexander,13.498641,2004
My Boss's Daughter,13.49615,2003
Species II,13.495247,1998
Cloud Atlas,13.494246,2012
Species,13.492845,1995
Crimson Peak,13.492684,2015
RoboCop,13.485583,1987
Jennifer's Body,13.483131,2009
Rendition,13.482558,2007
Hot Shots! Part Deux,13.482371,1993
Fun with Dick and Jane,13.473381,2005
Season of the Witch,13.471159,2011
Snow Dogs,13.470227,2002
Intolerable Cruelty,13.469862,2003
Island of Lost Souls,13.466333,1932
The Accountant,13.465656,2016
Five Minutes of Heaven,13.465072,2009
Dead Calm,13.464246,1989
The Faculty,13.462253,1998
Collateral,13.455112,2004
Science Fiction Volume One: The Osiris Child,13.454531,2017
Belle,13.454169,2013
The Replacements,13.450661,2000
Penelope,13.442999,2006
Postal,13.441185,2007
Rachel Getting Married,13.44059,2008
Gomorrah,13.439495,2008
Doomsday,13.436536,2008
Road to Perdition,13.426684,2002
The Little Hours,13.423018,2017
Home,13.422713,2015
USS Indianapolis: Men of Courage,13.417585,2016
House II: The Second Story,13.416334,1987
Picture This,13.415919,2008
Anonymous,13.413895,2011
The Dark Half,13.412785,1993
The Last Witch Hunter,13.412445,2015
Death Proof,13.412137,2007
A Dark Song,13.411614,2016
The Neon Demon,13.410522,2016
Here Comes the Boom,13.409588,2012
Inside Man,13.393548,2006
The Boss Baby,13.392824,2017
Striking Distance,13.390917,1993
An American Werewolf in London,13.390802,1981
The Midnight Meat Train,13.389735,2008
Chatroom,13.382622,2010
Killing Season,13.382027,2013
The Philadelphia Experiment,13.378587,1984
The Way We Were,13.377996,1973
The Face of an Angel,13.374827,2014
D-Tox,13.374415,2002
Philadelphia,13.373006,1993
Unlocked,13.371144,2017
The Three Stooges,13.371056,2012
Starship Troopers: Invasion,13.357011,2012
Undisputed,13.35278,2002
Hitch,13.35076,2005
Bounce,13.349518,2000
Pretty Woman,13.348451,1990
The Big Easy,13.343046,1986
Catwoman,13.340272,2004
Gods of Egypt,13.337707,2016
Moon,13.336773,2009
2 Guns,13.336512,2013
S.W.A.T.,13.334952,2003
The Physician,13.332387,2013
World Trade Center,13.332102,2006
Stargate,13.328924,1994
Scream,13.326443,1996
Chicago,13.325347,2002
Batman Forever,13.321354,1995
Vampires,13.318722,1998
Horror Hospital,13.316509,1973
Be Cool,13.314233,2005
The Master,13.313825,1992
Falling Up,13.313415,2009
Heathers,13.311827,1988
The November Man,13.310556,2014
Ever After: A Cinderella Story,13.309701,1998
A Time to Kill,13.309013,1996
Fruitvale Station,13.305596,2013
Carlito's Way: Rise to Power,13.305564,2005
The Net,13.304342,1995
Casino Royale,13.300519,1967
For a Few Dollars More,13.295342,1965
Scrooge,13.294639,1951
Home Alone 2: Lost in New York,13.293722,1992
The Year of Living Dangerously,13.293569,1982
Astro Boy,13.293466,2009
The Disappointments Room,13.288704,2016
Ouija,13.288564,2014
Futurama: Into the Wild Green Yonder,13.284811,2009
Superman Returns,13.284712,2006
A Cure for Wellness,13.28436,2017
Pocahontas,13.280069,1995
The Watch,13.276971,2012
Annie,13.275529,2014
Playing for Keeps,13.270616,2012
Ice Age: Continental Drift,13.26958,2012
Eyes Wide Shut,13.268484,1999
"It's a Mad, Mad, Mad, Mad World",13.266545,1963
Kung Fu Cult Master,13.263327,1993
Spy,13.257467,2015
The Hitchhiker's Guide to the Galaxy,13.257255,2005
The Ottoman Lieutenant,13.256679,2017
The Rock,13.249824,1996
A.I. Artificial Intelligence,13.249364,2001
Savages,13.248022,2012
Street Kings,13.246795,2008
The Conversation,13.245638,1974
The Hunger,13.235179,1983
Armageddon,13.235112,1998
The Cell,13.234894,2000
Blazing Saddles,13.233262,1974
Bicycle Thieves,13.233136,1948
Getaway,13.224288,2013
The Merchant of Venice,13.220259,2004
James and the Giant Peach,13.217623,1996
The Transporter,13.217421,2002
Man on the Moon,13.217419,1999
Along Came a Spider,13.214068,2001
House,13.208902,1986
Hellboy,13.206854,2004
Burn After Reading,13.206799,2008
Awakenings,13.201595,1990
Deepwater Horizon,13.1984,2016
The Passion of the Christ,13.194168,2004
Teenage Mutant Ninja Turtles,13.184585,1990
Lethal Weapon,13.183804,1987
Network,13.180457,1976
The Purge: Election Year,13.1789,2016
The Secret Scripture,13.177741,2016
Star Wars: Episode III - Revenge of the Sith,13.165421,2005
Blues Brothers 2000,13.162168,1998
Dante's Inferno: An Animated Epic,13.157995,2010
Dawn of the Dead,13.157873,2004
The Truman Show,13.155901,1998
Blown Away,13.155071,1994
Godzilla,13.153272,1954
Volcano,13.147917,1997
Everly,13.145621,2015
The Big Short,13.143061,2015
Happily N'Ever After,13.139893,2006
Bandits,13.136791,2001
The Iceman,13.132127,2012
Warrior,13.121626,2011
You Don't Mess with the Zohan,13.116461,2008
Battleship,13.106966,2012
The Ladykillers,13.106691,2004
Executive Decision,13.106291,1996
The Sitter,13.105682,2011
The Devil Wears Prada,13.102384,2006
Scary Movie 4,13.096692,2006
Envy,13.094205,2004
King of California,13.088825,2007
The Amityville Horror,13.088552,2005
Allied,13.085186,2016
The Girl Next Door,13.083718,2004
The Town,13.081203,2010
Hellion,13.079538,2014
Lara Croft Tomb Raider: The Cradle of Life,13.076349,2003
He Got Game,13.06943,1998
Reign of Fire,13.067306,2002
Harold & Kumar Escape from Guantanamo Bay,13.065315,2008
Airplane!,13.063203,1980
Best of the Best 2,13.053072,1993
Teenage Mutant Ninja Turtles: Out of the Shadows,13.047776,2016
Back to the Future Part III,13.043999,1990
Friday Night Lights,13.041943,2004
Trade,13.033004,2007
The Witches of Eastwick,13.031671,1987
The Accused,13.028922,1988
Quest for Camelot,13.02535,1998
Exorcist: The Beginning,13.02369,2004
Bride of Chucky,13.018491,1998
Mr. Wonderful,13.011091,1993
Labyrinth,13.009688,1986
Centurion,13.00941,2010
Flesh + Blood,13.006729,1985
Paul Blart: Mall Cop,13.003122,2009
Who Am I,13.001155,2014
Die Another Day,12.996474,2002
The Butterfly Effect,12.994939,2004
Ghost Town,12.994773,2008
Lady and the Tramp,12.994387,1955
Nick and Norah's Infinite Playlist,12.992176,2008
Groundhog Day,12.989627,1993
Black Swan,12.989056,2010
Sister Act 2: Back in the Habit,12.986842,1993
Ice Age: Dawn of the Dinosaurs,12.980624,2009
New Jack City,12.979446,1991
Enemy of the State,12.978751,1998
Joy,12.975936,2015
Broken Horses,12.971415,2015
Death Wish,12.968011,1974
Another Stakeout,12.967239,1993
The Addams Family,12.962525,1991
Blank Check,12.960346,1994
Tremors 5: Bloodlines,12.95779,2015
Fuck You Goethe,12.957093,2013
Total Recall,12.954444,1990
3-Iron,12.949881,2004
Robots,12.949715,2005
Forsaken,12.948669,2015
A Bigger Splash,12.945544,2015
Laggies,12.938085,2014
I Am Sam,12.935016,2001
"I Love You, Man",12.929653,2009
Song to Song,12.928712,2017
Fantastic 4: Rise of the Silver Surfer,12.924254,2007
Corpse Bride,12.920032,2005
Partly Cloudy,12.916643,2009
The Sentinel,12.915358,2006
The Life Before Her Eyes,12.914737,2007
Battleship Potemkin,12.912845,1925
Final Destination 5,12.912491,2011
You Get Me,12.910289,2017
Titanic,12.90707,1953
Eternal Sunshine of the Spotless Mind,12.906327,2004
300: Rise of an Empire,12.904677,2014
I Am Bruce Lee,12.903901,2012
A Single Shot,12.90146,2013
White Bird in a Blizzard,12.898498,2014
Hamlet,12.896203,2000
Death Train,12.895711,1993
Gattaca,12.89312,1997
Tomboy,12.892982,2011
Triple 9,12.892504,2016
Old Yeller,12.887829,1957
Universal Soldier: Day of Reckoning,12.887287,2012
Body of Lies,12.886125,2008
28 Weeks Later,12.884191,2007
City Heat,12.881025,1984
Amélie,12.879381,2001
Moonstruck,12.877291,1987
The Red Turtle,12.874084,2016
A Christmas Carol,12.869273,2009
Cloverfield,12.868098,2008
Mary Reilly,12.866139,1996
The Asphalt Jungle,12.86559,1950
The Craft,12.860385,1996
Emmanuelle,12.855473,1974
My Cousin Rachel,12.855228,2017
National Treasure: Book of Secrets,12.854373,2007
Dark City,12.851984,1998
The Human Centipede (First Sequence),12.84585,2009
The Five-Year Engagement,12.84554,2012
The Tourist,12.845045,2010
Game Change,12.844171,2012
Conquest of the Planet of the Apes,12.843375,1972
Serpico,12.842165,1973
A View to a Kill,12.840798,1985
Lethal Weapon 2,12.834276,1989
Death Wish 3,12.829904,1985
Love & Friendship,12.822085,2016
Manchester by the Sea,12.821257,2016
You Again,12.820452,2010
My Super Ex-Girlfriend,12.819565,2006
Beethoven's Big Break,12.818481,2008
Lemony Snicket's A Series of Unfortunate Events,12.817945,2004
Casper,12.812539,1995
Man with the Screaming Brain,12.809011,2005
The Angels' Share,12.807728,2012
The Pledge,12.806634,2001
I Spit on Your Grave,12.805294,2010
Bean,12.799853,1997
Audition,12.799287,1999
Legal Eagles,12.798828,1986
The Losers,12.798367,2010
Closed Circuit,12.797172,2013
Tinker Bell and the Pirate Fairy,12.796484,2014
Locke,12.792394,2014
Jack Reacher,12.789812,2012
The Perks of Being a Wallflower,12.775679,2012
The Secret Life of Words,12.775583,2005
Legally Blonde,12.769371,2001
Dylan Dog: Dead of Night,12.763976,2011
Knight and Day,12.758942,2010
Screamers,12.758848,1995
I Spit on Your Grave 2,12.75872,2013
Son of a Gun,12.756464,2014
The Blind Side,12.753109,2009
M,12.752421,1931
All Is Lost,12.74965,2013
Last Tango in Paris,12.74564,1972
The Lovely Bones,12.738789,2009
Tarzan and His Mate,12.73076,1934
The Lone Ranger,12.729104,2013
36th Precinct,12.727685,2004
Looper,12.727269,2012
The Island of Dr. Moreau,12.725343,1996
Ferris Bueller's Day Off,12.724645,1986
xXx,12.722381,2002
The Covenant,12.72212,2006
Candyman,12.721362,1992
The Walker,12.717598,2007
Sunshine,12.715571,2007
X+Y,12.714642,2015
The People Under the Stairs,12.709349,1991
Paranormal Activity,12.706424,2007
The Heat,12.706403,2013
Battle Royale,12.701098,2000
Toy Soldiers,12.698468,1991
Unstoppable,12.697059,2010
Shadow of the Vampire,12.691457,2000
Mad Max Beyond Thunderdome,12.689648,1985
Storks,12.687521,2016
Midnight Special,12.682927,2016
Amadeus,12.677592,1984
Blood and Bone,12.673118,2009
Equilibrium,12.671637,2002
Enemy,12.66992,2013
Get Shorty,12.669608,1995
Madagascar: Escape 2 Africa,12.668733,2008
The Whole Truth,12.664893,2016
The Normal Heart,12.661286,2014
Dead Man's Shoes,12.655746,2004
24 Hour Party People,12.655728,2002
The Young Lions,12.654551,1958
Summer Wars,12.653798,2009
My Favorite Martian,12.65102,1999
Porky's,12.650546,1981
The Singing Detective,12.650143,2003
Monsters: Dark Continent,12.648061,2014
Sideways,12.646518,2004
Brigadoon,12.645217,1954
Van Helsing,12.643312,2004
Come and See,12.643242,1985
Solace,12.642675,2015
Jungle 2 Jungle,12.640569,1997
Final Destination 2,12.638573,2003
In the Line of Fire,12.637158,1993
AVP: Alien vs. Predator,12.636205,2004
The Absent One,12.635996,2014
13 Going on 30,12.632595,2004
Ken Park,12.630419,2002
War Games: The Dead Code,12.629921,2008
The Breakfast Club,12.627678,1985
Crank,12.627593,2006
Quigley Down Under,12.620366,1990
Fargo,12.61469,1996
Lassie,12.61454,2005
Blue Jasmine,12.61244,2013
By the Sea,12.61223,2015
Babel,12.60853,2006
Descendants,12.603719,2015
Curious George,12.602502,2006
Mystic River,12.602438,2003
Call of Heroes,12.597842,2016
The Punisher,12.597613,1989
Star Trek IV: The Voyage Home,12.596956,1986
RED,12.595165,2010
Anywhere But Here,12.593734,1999
Extortion,12.593368,2017
Infini,12.592801,2015
Agent Cody Banks 2: Destination London,12.59201,2004
