actor,return
Joshua Mikel,5.270986000658761
Terri Douglas,5.270411356439394
Bob Peterson,5.2697704830072185
Ralph Richardson,5.262666121073897
Shelley Duvall,5.262224352850877
Sean Stone,5.259342054516807
Dominique Pinon,5.253155259632035
Nash Edgerton,5.252378805238095
Goran Kostić,5.2519715648684215
Lee Ross,5.251200680610022
Joanna Lumley,5.250532030696422
Duane Davis,5.248658038095239
Carroll Baker,5.248160058296296
Jackie Gonneau,5.246423783670165
Mike Tyson,5.24411337436508
Jack Knight,5.241866190939237
Tony Devon,5.237924221474359
Tim Roth,5.235991541021252
John Capodice,5.235195241038012
Liz Cackowski,5.235144649328688
Herta Ware,5.2340209
Brock Peters,5.231826185185185
Lucy Davis,5.230267374049217
Laurie Metcalf,5.229326865360196
Domhnall Gleeson,5.227647934511952
Jennifer Lawrence,5.226531146211765
Keith Gordon,5.226114914957265
Steve Witting,5.220621624688644
Lindsay Duncan,5.220165812774965
Simon Delaney,5.217215161436331
Alex Pettyfer,5.212989392804622
Brent Hinkley,5.210186893489278
André Dussollier,5.207216848342803
Kiff VandenHeuvel,5.206317832229659
Julian Sands,5.199248261730445
Raphael Sbarge,5.195881603015873
James Karen,5.195769208698135
Sharon Blackwood,5.189419793286836
Timothy Carhart,5.185002212539683
Malik Yoba,5.183791648809524
Aleksey Chadov,5.182214335646809
Anne Fletcher,5.181866587559355
Julene Renee,5.179741506192558
Cheri Oteri,5.1767490856710525
Andreas Wisniewski,5.176092970833333
Wes Bentley,5.174450293538581
R. G. Armstrong,5.173640812539579
Andy Devine,5.1733588411347515
John Pyper-Ferguson,5.170985741071429
Emilio Echevarría,5.17087116959606
Ranbir Kapoor,5.167957042957043
Jean-Claude Van Damme,5.166696368817817
Kaya Scodelario,5.165497026743239
Vera Farmiga,5.164855517949004
Tommy Lee Jones,5.164679330558736
Andrew Airlie,5.162503259721089
Dave Allen,5.162000076041666
Richard Venture,5.159934491840608
Anthony Reynolds,5.158905981231884
Jessica Hynes,5.156110853809524
Thomas Brodie-Sangster,5.156110507011347
Jackie Hoffman,5.155108496666666
Anjelica Huston,5.154701175981477
Kevork Malikyan,5.1546646760912695
Jimmy Kimmel,5.153053544563444
Wallace Langham,5.150355045277778
Marlon Wayans,5.150157960403951
Liza Colón-Zayas,5.148081659722222
Jamie McShane,5.1461137993131745
Joe Bellan,5.146020675808472
Pamela Anderson,5.145512623262595
Christopher Lee,5.141686390474716
Paul Fix,5.13923869829796
Miko Hughes,5.137519049059033
Alexandra Roach,5.137073078260869
Ashley Johnson,5.136307398580087
Wes Craven,5.13624024452381
James N. Harrell,5.13513745
Roger L. Jackson,5.134843246887016
Robbie Rist,5.134711885645593
Song Kang-ho,5.128875275510204
Patrick Dempsey,5.125086701494676
Kareena Kapoor,5.124710994535784
Roger Allam,5.123750915296135
Heather Graham,5.1214832446481955
Louise Lasser,5.12088987745098
John Vargas,5.118707994047619
Rae Dawn Chong,5.117085562857143
JoBeth Williams,5.115023497528999
Yuriy Kutsenko,5.114950721539465
Libby Villari,5.113794444696969
Jody Thompson,5.111598525885057
Bill Fagerbakke,5.109589975915916
Matthew Cardarople,5.108945016666667
Finn Wittrock,5.107835114272527
Charlie Sheen,5.103444859015363
Jeff Pidgeon,5.102975891888889
"Thomas Rosales, Jr.",5.10283078619486
Colleen Dewhurst,5.0988869023809515
Flea,5.098129316247255
Ike Eisenmann,5.096373213333333
Gene Hackman,5.093514626050839
Deng Chao,5.091207011925273
Victor Rasuk,5.090882945886364
Edi Gathegi,5.086433392231804
Heavy D,5.0815636855555555
Treat Williams,5.07455980790518
Ethan Hawke,5.072869270697441
Angela Paton,5.071354280316601
Earl Boen,5.070914176587301
Mark Falvo,5.070545910783203
Michael Countryman,5.067489505112613
Jamal Duff,5.067272777942959
Bonnie Aarons,5.063785915727156
Meg Ryan,5.062533888056129
Drew Barrymore,5.062103331784204
Dudley Moore,5.060674506137566
Rachel Griffiths,5.0544953273946325
Pedro Armendáriz Jr.,5.05384818405258
Darryl Henriques,5.053324253015873
David Bradley,5.051919271685626
Rod Steiger,5.051900188397367
Brandon Cyrus,5.050755193850429
Geraldine Hughes,5.050662079545455
Mark Moses,5.0454005523150105
Mindy Sterling,5.044799054402757
Eric Stonestreet,5.0426370246825405
Michael Jibson,5.0417737318135245
Mickey Rooney,5.039856833389709
Zak Orth,5.0373270083333335
Burt Reynolds,5.0356153950627345
George Fisher,5.034852226707362
Christopher John Fields,5.032701841033189
Tom Felton,5.032179704765472
Elizabeth Taylor,5.030244666792645
Sarah Baker,5.0262716
Christopher Knights,5.024357264902753
Carlo Rota,5.023688174126984
Patricia Arquette,5.0230410440941435
Richard Attenborough,5.016781646568819
Joseph Julian Soria,5.014425091176471
Rocky Carroll,5.013508112009584
Lawrence Gilliard Jr.,5.012159172173913
Oliver Reed,5.011234547249191
Hank Azaria,5.01079531631707
Christopher Kirby,5.0056483668239915
Keenen Ivory Wayans,5.002700833007519
John Ireland,5.0
Paul Kruger,5.0
John George,5.0
George Bruggeman,5.0
Charles Laughton,5.0
Jesse McCartney,4.999081106127451
Imelda Staunton,4.997933162899952
Bernard Hill,4.997737897246375
Kim Byeong-ok,4.993335
Oh Dal-su,4.993335
Lake Bell,4.990728017190274
Jon Abrahams,4.9905409670710865
J.T. Walsh,4.99012669408897
Jim Cummings,4.9873455037620955
Zen Gesner,4.9872236322530865
Joshua John Miller,4.986685875
Robert Pine,4.986610514871795
Sam J. Jones,4.984462696638656
Johnny Galecki,4.982337365366091
Ellie Kemper,4.976288581595792
Leslie Phillips,4.9758326379739835
Anna Colwell,4.972555664026832
Josh Gad,4.970404098684607
Martin Mull,4.962729909666667
Steve Carell,4.962692184445631
Clémence Poésy,4.9622445157333335
Ikue Ōtani,4.959898866666666
Gary Owen,4.95764474
Tomas Arana,4.954811887081627
Helena Bonham Carter,4.9547933528797286
Rosemarie DeWitt,4.953000930460593
John Michael Bolger,4.951748971428572
Emma Watson,4.950859859536191
Zoë Bell,4.950181039886363
Lance Henriksen,4.94926028182906
Spencer Garrett,4.947339251478992
John Gielgud,4.9469673468170425
Margaret Colin,4.946735851111111
Michael Cera,4.943696021686946
Judd Hirsch,4.942163748932179
Colin Kenny,4.9418365
Robert Clotworthy,4.940738625105985
Elsa Pataky,4.940098540544657
David Kallaway,4.9395177515673385
Kevin Dillon,4.93756919009764
Hulk Hogan,4.934456780124183
David Wenham,4.934112709900796
Hailee Steinfeld,4.9325036986787
Edward Bunker,4.927439846352413
Jane Alexander,4.926928759221814
Dustin Hoffman,4.922505868787491
Barnard Hughes,4.920188676470588
Willem Dafoe,4.918078385591491
Richard Schiff,4.916585751786661
Charles McGraw,4.915208366565349
Dick Miller,4.915129981267914
Kevin Cooney,4.915093851048581
Michael Higgins,4.912046604414566
John Randolph Jones,4.909635826736111
Austin Pendleton,4.906187696152482
Mike Starr,4.9056271286005115
Mark Ivanir,4.905490738113831
Naomie Harris,4.905119899883714
Kai Lennox,4.903529390151515
Adriane Lenox,4.897682391522988
Allen Maldonado,4.896856169044771
Justin Bartha,4.8963527019873565
Mark Rolston,4.893978836868305
Mary Birdsong,4.89380267109637
Gwendoline Christie,4.890247536267006
Michael Keaton,4.889984052220431
David P. Smith,4.8885358129861105
Odette Annable,4.887982969069627
John Doucette,4.882595479136537
Richard Harris,4.879482586174758
Richard Libertini,4.8765872256052365
Bill Pullman,4.876509077812357
Ronald Guttman,4.875619446666667
Tsai Chin,4.871329896408669
Dakota Johnson,4.869218358137427
Kajol,4.868531291082427
Krystal Ellsworth,4.86755939157971
Anthony Stewart Head,4.867332096666667
Frank C. Turner,4.867003955059524
Alan Rickman,4.866361276696717
Brian Oerly,4.862511664485294
Frank Welker,4.8619809554578755
Raúl Juliá,4.860770460779221
Richard Jordan,4.860164986111111
Chris Sanders,4.860052723651369
Deneen Tyler,4.856827225903633
Kurt Fuller,4.856565463094102
Rena Owen,4.855469653490659
Kelly Macdonald,4.853059008185762
Marina Sirtis,4.853023854785754
Kim Roberts,4.8521926949248115
Robert Prescott,4.850177098798799
Cody Cameron,4.849805719443066
Sarah Douglas,4.847026015937149
Milton Berle,4.8438281716903075
James Greene,4.843425126882969
Phil Fondacaro,4.842964614694649
Whoopi Goldberg,4.841328135911898
Geoffrey Rush,4.837092249274801
Michel Galabru,4.835626
Kad Merad,4.835626
Sam Robards,4.835276756243386
Alan Ruck,4.834211962304539
Bonnie Bedelia,4.831676296470921
Spike Jonze,4.8268247155599475
John Sharian,4.821242194097222
Mark Smith,4.820042951152138
Mathieu Kassovitz,4.818755890154385
Hope Davis,4.8126734513797755
Kevin Zegers,4.810230922486773
Shu Qi,4.806737763191763
Matt Gerald,4.797098123206899
Beau Starr,4.796704036941867
Larry King,4.793564064228653
Andrew Daly,4.793440083485697
Rebecca Hall,4.792136326029601
Danny Mooney ,4.786242828
Andrew Bryniarski,4.785618088559467
Regis Philbin,4.785449568857157
Kevin McNally,4.784746822248026
Nicolas Coster,4.783920223345588
Benjamin Mouton,4.783784069466249
Aharon Ipalé,4.78361874746444
Lucy Punch,4.783581949421224
Dakota Fanning,4.782965949035039
Roger Guenveur Smith,4.7829102997652395
Ned Beatty,4.780659363385281
Hugo Weaving,4.780045107337103
Russ Tamblyn,4.7800282093333335
Gregory Sierra,4.779422417142857
America Olivo,4.778355513734336
Scarlett Johansson,4.7777023268414816
Vicki Lewis,4.775171933129541
Jed Brophy,4.773652188815014
Jane Fonda,4.771804986213136
Jorma Taccone,4.771406601518607
George Wyner,4.770961289989028
Rajesh Sharma,4.767605633802817
Noel Gugliemi,4.767582414992296
Charles Fleischer,4.766501430375933
Phil Hawn,4.765595202857144
Noomi Rapace,4.764547319852389
Tom Lister Jr.,4.764401373742492
Actor Sergio Kato,4.7632514101587295
Josh Pais,4.762272646984127
Dwight Yoakam,4.761646078957672
Rob Campbell,4.759161284844322
Shaun Toub,4.75887792207015
Amanda Walker,4.757866841101775
Peter Conboy,4.755554750833333
Matthew Cornwell,4.753716753794921
Joan Rivers,4.753431145243959
Christopher Villiers,4.753274488215488
Pete Docter,4.750986772571428
Linda Bassett,4.75064081587346
George Coe,4.748782661572649
Amy Irving,4.7482757647598435
Chris Tucker,4.747305553400072
Tom Proctor,4.746700645361991
Paul Thornton,4.745270913523809
Orlando Bloom,4.738999747853422
Ralph Garman,4.737610179621849
Bill Walters,4.737527433333333
Jenette Goldstein,4.7371597201964795
David Ogden Stiers,4.735706654128788
Kim Robillard,4.7349936752107995
Matt Dillon,4.7341870457696915
Miranda Otto,4.730622117771211
Alyson Stoner,4.729817935000001
Jason Bateman,4.727842189306462
Lisa Blount,4.727497333333333
Kyra Sedgwick,4.726108811500206
Edward Binns,4.725220486111112
Marco Perella,4.724767502000001
Nichelle Nichols,4.723664021164021
DeForest Kelley,4.723664021164021
Clea DuVall,4.722712544541425
Steve Eastin,4.722677619376108
Sam Neill,4.722546042759069
Penn Jillette,4.721681795720721
Sanjay Dutt,4.720871128229255
Embeth Davidtz,4.719613380267543
Peter Serafinowicz,4.719043187707864
Bernadette Peters,4.718992255540478
Eric Lloyd,4.71602913254662
Karen Gillan,4.714653233138189
Mark L. Young,4.714557043533428
Jon Hamm,4.712115780776715
Mark Lenard,4.711973393386244
Henry Rollins,4.711512533974359
Michael York,4.7109446938206485
Emjay Anthony,4.710629000857312
Joe Nunez,4.709299079160839
Robin Williams,4.7090206522984435
Daniel Day-Lewis,4.708587263237948
Martin Ferrero,4.708135582361274
James Callis,4.701648582142857
Cainan Wiebe,4.700939126986689
Andy Serkis,4.700329453193256
Hal Holbrook,4.6995047874993645
Dylan Smith,4.698629156128205
Usher Raymond,4.6982353880000005
Vic Tayback,4.697918185770751
Grace Zabriskie,4.696721537589028
James McAvoy,4.694358691436947
Stream,4.693016955649573
Dallas Roberts,4.692468791506494
Bruno Kirby,4.691619890467087
Crispin Glover,4.69022219505913
Ed Lauter,4.689454140147608
Cleo King,4.688989786438342
Tom Cruise,4.6888976396138595
Lauri Johnson,4.687340726212121
Rhoda Griffis,4.686880630913523
Maggie Grace,4.685194304692308
Patrick Bergin,4.683561497868326
Michael Rosenbaum,4.683499956388888
Mary Lynn Rajskub,4.681074954674145
Rhea Perlman,4.681005571111111
Graham Stark,4.676645207407407
Brian Dennehy,4.6754619584745525
Michel Vuillermoz,4.673088
Bruce A. Young,4.672827263780548
Michelle Williams,4.671115846573242
Richard Lineback,4.670205906227188
William Hope,4.668184396128986
James Russo,4.662945033882703
Dave Legeno,4.659037502939022
Richard Gere,4.658591512285494
Tim DeZarn,4.656037982893685
Kevin Lee,4.6556153458627865
David Schwimmer,4.655612412380952
Tom Hanks,4.655191893683271
Cathy Moriarty,4.654545445413944
Tina Parker,4.654178475
Ariana Neal,4.653321455
Tate Donovan,4.652827186680664
Judi Dench,4.65215313091973
Julie Christie,4.650418209443656
Kumail Nanjiani,4.646358588033412
Chris Ellis,4.644471871531665
Kevin Rankin,4.6443149599215685
Daniel Newman,4.64396380525
Zelda Rubinstein,4.64233293277091
Pharrell Williams,4.642309192651888
Annette Bening,4.641922109334336
Lena Headey,4.638407262137015
Jed Rees,4.634087616557437
Herbert Lom,4.633106233333334
David Boat,4.631924223825758
Chris Penn,4.630368707150069
Christian Clemenson,4.629642628361569
John Spencer,4.629235239564821
Akshay Kumar,4.627341241388453
Chris Elliott,4.626213647795494
Brad Dourif,4.625925608877271
Clive Merrison,4.625582577777778
Bob Bergen,4.625380110918109
Benedict Cumberbatch,4.624856697854105
Carrie Preston,4.62331399907355
Mike Hagerty,4.621624877119144
Elwin 'Chopper' David,4.6198653555555556
Clayton Landey,4.616234188888889
Cicely Tyson,4.615051776846011
"John Cothran, Jr.",4.6138941063736265
Ian McKellen,4.61383308656974
Bonnie Hunt,4.610239569289021
Ato Essandoh,4.607807308650794
Susan Blakely,4.607703142857143
Jodie Brunelle,4.606283657950226
Brent Briscoe,4.604659035667909
Anne Hathaway,4.60306326452661
Henry Czerny,4.601216660495929
Olivia Munn,4.599689030390872
Mike Myers,4.5983686070015555
Harry Ditson,4.5982352986900255
BD Wong,4.597253953177304
Michael Kitchen,4.593862894048943
Lochlyn Munro,4.593599485593542
Thora Birch,4.592526114434806
Peter MacNicol,4.592012082940596
Obba Babatundé,4.589968386002795
Endre Hules,4.589901974957042
Kevin Crowley,4.58875684612224
Meera Syal,4.588203318746286
Jada Pinkett Smith,4.5879535776507945
Halston Sage,4.587160070812808
Nassar,4.58678830564336
Michael Maloney,4.584290891428571
R. Lee Ermey,4.583260439000514
Joshua Harto,4.582273404890604
Zoë Kravitz,4.580828041634904
Scott Menville,4.579103061064105
Christopher James Baker,4.5777364020833335
Alice Lowe,4.577268063131313
Adriana Barraza,4.577218044
Tom Kane,4.575094775342121
Justina Machado,4.575082977307693
Jennifer Beals,4.574014468849207
Vincent D'Onofrio,4.570156173779365
Paul Brooke,4.568768656857143
Robert Foxworth,4.568305463895712
Bruce Willis,4.567519077371919
Joel Garland,4.567085944444444
Andy Buckley,4.566620960421869
Diana Maria Riva,4.562347680952381
Marshall Bell,4.56231335231272
Tippi Hedren,4.5614116
Lonny Chapman,4.5614116
Brittany Snow,4.560924194114041
Maureen Stapleton,4.5602084162946435
Kristen Wiig,4.559927105028453
André Penvern,4.559015
Julia Sweeney,4.553328111594691
Sean Astin,4.552992835953099
Alice Drummond,4.552207963492063
Leland Orser,4.552147756444652
Mackenzie Davis,4.545483782407407
Tim Griffin,4.545153432228691
Tim Allen,4.544594198386362
Ted Raimi,4.54265284297409
Nat Faxon,4.541704476410456
Daniel Brühl,4.541062327100023
Michael Lonsdale,4.5401438298151175
Jill Talley,4.539324205655788
James Caan,4.53831183368584
Kelly Preston,4.5371837188847115
Bridget Hoffman,4.536879580923077
Jonathan Penner,4.536695928571429
Lindy Booth,4.536242834325397
Henry Simmons,4.535251483626894
Busy Philipps,4.5343257649099105
Bob Jennings,4.532958749269958
Michael Ironside,4.530643327676916
Lucinda Jenney,4.530041331494564
Sal Mineo,4.528442026296296
Wendi McLendon-Covey,4.527859498678356
Mark Margolis,4.523544498349358
Violet Columbus,4.5197491950472335
Anthony O'Donnell,4.516417635888889
Matthew Gray Gubler,4.5072798561111105
Ricardo Montalban,4.501143788997494
James Doohan,4.499982694832319
Walter Koenig,4.499982694832319
Jane Krakowski,4.49705878864385
Akin Gazi,4.496346288888889
Eric Stuart,4.495715402777778
Bill Henderson,4.495202597435897
Dabney Coleman,4.491076022239011
Alan Tudyk,4.490785819599845
Antonio de la Torre,4.4895936585406115
Keith Szarabajka,4.4893589517901065
Bradley Cooper,4.489122112728491
Emun Elliott,4.485850306436421
Kyle Davis,4.485595405419703
Faye Dunaway,4.484826730194306
Toni Collette,4.4834396505726355
Suriya ,4.4797631220431064
Susan Misner,4.475349660846561
Elizabeth Perkins,4.475161062310956
Joss Ackland,4.474161202857143
Ralph Ineson,4.473058665878489
Frances Bay,4.471897492862196
Ludacris,4.471500128592129
Charlotte Hope,4.47110706405267
P. J. Byrne,4.471019362674772
Bryce Dallas Howard,4.469798173967133
Jennifer Hudson,4.465183920017315
Maddie Blaustein,4.464975666666667
Chus Lampreave,4.461935624447593
Eugene Byrd,4.459454363506097
Woody Allen,4.459240855039783
Nona Gaye,4.459229223579577
Lucas Hedges,4.4568672558888895
Matthew Barry,4.456592896249243
Julia Stiles,4.454842113602564
Sharat Saxena,4.452682209461307
Mae Whitman,4.452095076752855
John Getz,4.451931012519624
Jean Smart,4.448004089831258
Boman Irani,4.445954665601733
Patricia French,4.440910927878152
Bhasker Patel,4.440349091917294
Gary A. Hecker,4.440020788802564
Alex Jennings,4.438922780761905
Val Avery,4.438916666666667
Kim Hunter,4.436981600574713
Shannon Wilcox,4.436197696521938
James Fiddy,4.436134776244251
Leonard Rossiter,4.435048373593073
Natalie Portman,4.434717230883181
Riz Ahmed,4.431758137679739
Sacha Baron Cohen,4.42899565765493
Leo Rossi,4.427011158333333
Daniel Bernhardt,4.426707468562932
Gerard Horan,4.424314310509868
Conrad Vernon,4.423791352837903
Jordana Brewster,4.42169364763053
Rebel Wilson,4.42132198941168
John C. McGinley,4.419492523910334
Zac Efron,4.416921735871954
John Sessions,4.416400354827585
Eric Tsang,4.415218960096154
Cameron Diaz,4.413802793091872
Mithun Chakraborty,4.413139948562076
Monica Bellucci,4.412784321135263
Scott Lawrence,4.412676590972843
Kristen Stewart,4.412264113135852
Craig T. Nelson,4.41081457092968
Jayma Mays,4.4107025188344995
Paula Jai Parker,4.410340989652015
Eric Mabius,4.408325295334296
Dominic Cooper,4.407689800688686
Elijah Wood,4.406077261954404
Adam Shankman,4.404327913661616
Julian Richings,4.402182647232902
Anna Paquin,4.394326025018651
Ron Livingston,4.3912606542510675
Mark Ryan,4.389215657988401
Larry Miller,4.387767766743197
Shirô Sano,4.387291933333334
Billy Magnussen,4.385793784761905
Holly Hunter,4.384130230274972
Sergi López,4.382011894736842
Christopher Fairbank,4.380561385692691
Charles Lane,4.378701861702128
Nestor Carbonell,4.376284895434022
Hunter Parrish,4.375814248526611
Jennifer Garner,4.374483890274867
Minnie Driver,4.373069676179485
Lisa Kudrow,4.372684073421958
Tuesday Knight,4.372295949924812
Lola Dueñas,4.3702401555007375
Yasiin Bey,4.369100123055773
Johnny Knoxville,4.368115891591741
Chris Farley,4.366869775
Michelle Fairley,4.366529017333334
Grand L. Bush,4.365300648096199
Glen Powell,4.363133181536063
Loretta Devine,4.363047975528083
Bill Cobbs,4.362404773596647
Pip Torrens,4.362042482804038
Catherine O'Hara,4.359516641064188
Denis Leary,4.358119528391783
David Ryall,4.357899334727272
James Nesbitt,4.357296256
Ed Williams,4.3544068789855075
Anna Deavere Smith,4.353316308039703
Stephen Kunken,4.351009044666666
Danny DeVito,4.35090418748851
Chris Wilson,4.3496521227880125
R. D. Call,4.349012443087646
Jennifer Coolidge,4.34201601110215
Kath Soucie,4.340872592712519
Jun Kunimura,4.339553826666667
Mark L. Taylor,4.338261639112903
Alan Bates,4.338138070175494
Maria Bello,4.336409503771753
Michael J. Fox,4.336285764723836
David Herman,4.335691942510378
Peter Wight,4.335070455661376
Jack Fulton,4.334448153409091
Sandra Ellis Lafferty,4.3326118213233595
Jeremy Roberts,4.331540745883321
Jack Thibeau,4.32909674051948
Jack Conley,4.327937257996532
Jim Broadbent,4.326644244235244
Valente Rodriguez,4.3260319686532505
Christopher Plummer,4.322866486005618
Beth Grant,4.322220140827907
Taron Egerton,4.318395107600644
Steve Tyler,4.317455732269555
Dan Marshall,4.317311029747549
Pom Klementieff,4.317080705
Emma Stone,4.316976364845035
Kirk Douglas,4.3159098212987015
Peter Kelamis,4.314396539260249
Elden Henson,4.314256181232821
Mike Vogel,4.314154900142152
Rachael Lillis,4.313558883333334
Veronica Taylor,4.313558883333334
Andy Beckwith,4.313024034310868
Heike Makatsch,4.312935104390054
Jack Lemmon,4.311774622377369
Bruce McGill,4.309317712909592
Melinda Dillon,4.3089114259759755
Tilly Vosburgh,4.3088687
Ralph Fiennes,4.307114692633575
Victor Garber,4.30600788349616
Carlos Alazraqui,4.305417958553495
Miguel Ferrer,4.305080185652091
Blair Underwood,4.303998102222223
Andrew Shaver,4.302973172204037
Bill Murray,4.302856961067478
Nina Dobrev,4.30222473697681
Regina Hall,4.302121863855948
Kathryn Joosten,4.299454867307692
Michael Byrne,4.298126513942528
Jeremy Renner,4.2974271591942745
Ken Jeong,4.296240665973267
Thom Barry,4.293207134072398
David Hasselhoff,4.292295969716785
Josh Hamilton,4.290542568519795
Jason Segel,4.290374616294792
Scott Speedman,4.290135638975468
Moisés Arias,4.2899546306291025
Robert Wagner,4.289012867346845
John Standing,4.288913331111111
Gregory Nicotero,4.286865734837092
Justus von Dohnányi,4.280715207674392
Tom Kemp,4.277869028736063
Michael Adamthwaite,4.276796280997238
Liana Liberato,4.276108847902098
Tom Heaton,4.27544634793956
Terry Notary,4.272859927441457
José Ferrer,4.2720419750000005
Nick Searcy,4.270459364867007
Tim McInnerny,4.269786542212479
Fenella Woolgar,4.268229273148148
Vincent Cassel,4.2675164607681735
Gregory Walcott,4.266666666666667
Peter Billingsley,4.265973614732143
Jeff Goldblum,4.265132882097484
Al Matthews,4.264635142938068
Devon Bostick,4.264268684848485
Juanita Jennings,4.260968999659864
Felicity Huffman,4.259440602297298
Samuel Witwer,4.257636709621314
Toshi Toda,4.257522269485252
Michael Tucker,4.257142909747862
David Wohl,4.257052789285715
Randall 'Tex' Cobb,4.255444779939387
Katy Mixon,4.25433545871997
Michael Currie,4.253914176767677
Seamus Davey-Fitzpatrick,4.253156967222222
Mercedes Ruehl,4.252666279378594
Chow Yun-fat,4.25252076127451
L. Scott Caldwell,4.251301748441558
Franka Potente,4.247380225534592
Nestor Serrano,4.2449538810670004
Geraldine Chaplin,4.244361137425542
Jean Dujardin,4.242711779047619
Sissy Spacek,4.24255130777381
Neil Flynn,4.242425252320938
Rupert Everett,4.24182397281035
Pavel Lychnikoff,4.241327294549549
Shah Rukh Khan,4.2410144582033675
Attila G. Kerekes,4.240033225972223
Taran Killam,4.235260920504635
Dave Franco,4.234861456954456
Christopher Eccleston,4.234040919077631
Demi Moore,4.233304664740911
Mel Rodriguez,4.232646844385535
Anna Maria Horsford,4.23178711453824
Marshall Efron,4.227577650606061
Kevin G. Schmidt,4.226820076623932
Anthony Rapp,4.225528389583333
Michael Jenn,4.224737923781677
Peter MacKenzie,4.224617253687783
Keir Gilchrist,4.223954174999999
James Sie,4.223617719731182
Verne Troyer,4.223324617997407
Brian Anthony Wilson,4.222734053779375
Ike Barinholtz,4.221946495819381
Walt Flanagan,4.221482099999999
Carmen Filpi,4.2210979
Lenny Kravitz,4.219268102841444
Josh Pence,4.219169218364423
Utkarsh Ambudkar,4.219168208823529
Rebecca De Mornay,4.218543679465582
Michael Gambon,4.218297383323875
Carole Davis,4.217066010416667
Lauren Holly,4.215935079823748
Javier Cámara,4.215646997095002
Carla Gallo,4.215275065177164
Brooke Shields,4.214942070358544
Richard Burton,4.213458663257829
Ryan Reynolds,4.213098364844092
Kate Capshaw,4.212576274603174
Mía Maestro,4.2106644612499995
Jenna Dewan,4.210499355555556
Wanda Sykes,4.209843261467889
Matt Moore,4.2073416
Rick Moranis,4.20630943154419
Greg Bryk,4.205431856134616
Robbie Coltrane,4.204747158788937
Greg Ellis,4.204410678830409
Eugene Levy,4.202820317460687
George Wendt,4.201089
Dick Van Patten,4.200815925304483
Johnathon Schaech,4.200569923618417
Brian Doyle-Murray,4.200173138697947
Debbie Scaletta,4.199731184144232
Stephen Baldwin,4.198649275002868
Tom Signorelli,4.1976371382092195
Jonathan Rhys Meyers,4.196910575314157
Nick Kroll,4.196573277627037
Frankie Faison,4.188573237063607
Scoot McNairy,4.188502836512802
Sabrina Ouazani,4.187337629585327
Cory Hardrict,4.183896163857144
Simon Pegg,4.183609832456077
Veronica Cartwright,4.182338624424804
Julie Benz,4.182327969650407
Andrew Tiernan,4.182249208050283
Dan Stevens,4.181251587535152
Ernie Hudson,4.181147063290546
Radivoje Bukvić,4.180275225
Xavier Samuel,4.179747203779432
Stephen Merchant,4.178444451701379
Billy Green Bush,4.178397740740741
Trevor Howard,4.178012456818182
Channing Tatum,4.177012959954193
Julie Kavner,4.176510894668561
Alan Ford,4.176039808333333
Judah Friedlander,4.175075282347523
Michael Ensign,4.172950858118339
Allan Rich,4.169144518518519
Stephen Lang,4.1668623525215995
Miriam Flynn,4.165490753703704
Dendrie Taylor,4.164868097698412
Jason Jones,4.161858326835496
Neve Campbell,4.160139244837454
Robert Mitchum,4.1595913428571425
Kenner G. Kemp,4.159375
Gillian Vigman,4.157715787005925
Sab Shimono,4.154152661688312
Laz Alonso,4.153622832528972
Maria Doyle Kennedy,4.151921823984556
Peter Cullen,4.150232726360658
Russ Fega,4.1493115492
Kelly Reilly,4.14772959004462
Raymond J. Barry,4.145758128006363
Gary Basaraba,4.1447754549138445
Tom Holland,4.14460265189704
Jessica Lange,4.143635048175466
Chris Palermo,4.143223890923807
Cobie Smulders,4.14098492991249
Clyde Kusatsu,4.140630919699895
Linden Ashby,4.140389718690476
Fionnula Flanagan,4.139994068211068
Judd Lormand,4.13750041434431
Max Kasch,4.135481289432789
Betty White,4.133495856551407
David Andrews,4.132607347819617
Matthew Broderick,4.131758516189892
Uma Thurman,4.130159591576331
Shay Duffin,4.129925418333333
Reno Wilson,4.1284288247043435
Don Harvey,4.12748674692579
Abhishek Bachchan,4.126518737569911
Josef Sommer,4.125903785124883
Max Charles,4.125191038970604
Manorama,4.122985802227154
Amira Casar,4.122931657755732
Steve Kahan,4.122185410919059
Peter Mensah,4.121657205260365
Denise Faye,4.121583520828283
Amanda Seyfried,4.121215273461831
Maria Dizzia,4.119108070476191
Jim Rash,4.119013591014493
Larry Pine,4.118536957575757
Josh Hartnett,4.117747536323007
Mitchell Ryan,4.113466179220779
Richard Griffiths,4.112326173808331
James Mason,4.110776041666667
Michael Ealy,4.1105558135733355
John Franchi,4.109924819816
Michelle Rodriguez,4.1092619002259285
Giovanni Ribisi,4.1090490079590225
Richard McCabe,4.107226574967418
Elizabeth Banks,4.107141869284595
Tony Cox,4.107040189235597
Eddie Redmayne,4.105592553589511
Jonathan Winters,4.104745426109063
Kevin Michael Richardson,4.104284927077223
Don Lake,4.103775143333333
Christian McKay,4.1032306881629355
Erick Avari,4.101973923558566
Derrick O'Connor,4.101785179188034
John Abraham,4.099099099099099
Genevieve O'Reilly,4.098290769126142
Tim Connolly,4.097562649787294
K. Todd Freeman,4.0975082800137095
Victor Argo,4.097240578346511
Jernard Burks,4.097019169071402
Boris Kodjoe,4.095741842094017
Anne Meara,4.095111788260869
Julianne Hough,4.090848630118576
Tim Potter,4.090489838080808
Martin Klebba,4.08710973742439
Jason Marsden,4.085432885394737
